id,query,intent,slots,domain,action
16707,where does john smith live and what is his phone number,email_querycontact,"['person : john smith', 'personal_info : phone number']",email,querycontact
72,start playing music from favourites,play_music,['playlist_name:favourites'],music,music
7148,remove the board meeting and reschedule for next wednesday,calendar_remove,"['event_name : board meeting', 'date : next wednesday']",calendar,remove
2110,what time is it in karachi right now,datetime_query,['place_name : karachi'],datetime,query
15025,tell me why relationships are so hard,qa_factoid,['content:tell me why relationships are so hard'],qa,factoid
1021,is there any rap that doesn't involve sex money and drugs,general_quirky,['content:is there any rap that doesn't involve sex money and drugs'],qa,quirky
900,let me know any updates about new trump cabinet appointments,news_query,['news_topic : new trump cabinet appointments'],news,query
12262,can i get a train ticket to chicago for next saturday around noon,transport_query,"['transport_type : train', 'to_place_name : chicago', 'date : next saturday', 'timeofday : noon']",transport,query
4781,wake me up at six thirty,alarm_set,['time : six thirty'],alarm,set
8143,add a party tonight in my remainder,calendar_set,"['event_name : party', 'timeofday : tonight']",calendar,set
15866,how many contacts are there named john,email_querycontact,['person : john'],email,querycontact
14702,explain what a contact lense is,qa_definition,['definition_word : contact lense'],qa,definition
4133,tell me how many inches of snow did new york city get today,weather_query,"['weather_descriptor : snow', 'place_name : new york city', 'date : today']",weather,query
5571,open vacuum cleaner,iot_cleaning,['device_type : vacuum cleaner'],iot,cleaning
3536,turn off all of my alarms,alarm_remove,['descriptor:all'],alarm,remove
11995,give me the name of all the shops in my area,recommendation_locations,"['business_type : shops','place_name:my area']",recommendation,locations
180,what is the weather now,weather_query,[],weather,query
2044,i don't need the lights,iot_hue_lightoff,[],iot,hue_lightoff
4257,please tell me the current date,datetime_query,[],datetime,query
13980,new exchange rate,qa_currency,[],qa,currency
5855,start robot vacuum,iot_cleaning,['device_type:robot vacuum'],iot,cleaning
5309,cut the lights off,iot_hue_lightoff,[],iot,hue_lightoff
7841,remind me to pick up more dog food at petco tomorrow at seven twenty pm,calendar_set,"['event_name : pick up more dog food at petco', 'date : tomorrow', 'time : seven twenty pm']",calendar,set
917,remove my morning alarm,alarm_remove,['timeofday : morning'],alarm,remove
5588,do i need a hat,weather_query,['weather_descriptor : hat'],weather,query
15380,post picture to facebook,social_post,"['media_type : facebook','content:picture']",social,post
17063,check for this mail in my contact if not then add it,email_addcontact,[],email,querycontact
4520,what day it is on twenty second april,datetime_query,['date : twenty second april'],datetime,query
5821,i want to dance to the tune of raghu dixit,play_music,['artist_name : raghu dixit'],music,music
14211,tell me the keys to success,general_quirky,['content:tell me the keys to success'],qa,quirky
13655,what is the highest mountain in the us,qa_factoid,['content:what is the highest mountain in the us'],qa,factoid
13381,use this word in a sentence,general_quirky,['content:use this word in a sentence'],qa,quirky
11724,where is the nearest olive garden,recommendation_locations,"['business_type : olive garden','descriptor:nearest']",recommendation,locations
4163,please turn the porch light to blue,iot_hue_lightcolor,"['house_place : porch', 'color_type : blue']",iot,hue_lightcolor
839,stop wake up calls for this week,alarm_remove,"['alarm_type : wake up', 'date : this week']",alarm,remove
1480,can you change the living room lights to a softer color,iot_hue_lightcolor,"['house_place : living room', 'color_type : softer']",iot,hue_lightcolor
5992,what have i played the most,music_query,['descriptor: played the most'],music,query
12876,call rta and book a taxi for three o'clock in the morning,transport_taxi,"['transport_agency : rta', 'transport_type : taxi', 'time : three', 'timeofday : morning']",transport,taxi
14717,tell me the stock rate of hyundai,qa_stock,['business_name : hyundai'],qa,stock
15407,send a tweet to at modcloth that i don't like that they wouldn't honor sales prices for me,social_post,"['media_type : tweet', 'business_name : modcloth','content:i don't like that they wouldn't honor sales prices for me']",social,post
16702,locate jen's most recent email so i can reply,email_sendemail,"['to_person : jen','setting:reply']",email,sendemail
125,alexa tell me a joke,general_joke,[],qa,joke
4444,you need to give me different directions,transport_query,[],transport,query
2362,find me the nearest chinese for delivery,takeaway_order,"['food_type : chinese', 'order_type : delivery','descriptor:nearest']",takeaway,order
6218,i went to the grocery store today,general_quirky,['content:i went to the grocery store today'],qa,quirky
1766,please give me update of hockey,news_query,['news_topic : hockey'],news,query
7735,i need to arrange a meeting with jack,calendar_set,"['event_name : meeting', 'person : jack']",calendar,set
8839,which is the next event coming up,calendar_query,['descriptor:next'],calendar,query
11310,favourite podcast,play_podcasts,['player_setting:favourite'],podcasts,podcasts
7504,who is coming to the meeting tomorrow at ten am,calendar_query,"['event_name : meeting', 'date : tomorrow', 'time : ten am']",calendar,query
9751,using time settings,general_quirky,['content:using time settings'],qa,quirky
1107,i really ska music,music_likeness,['music_genre:ska'],music,likeness
2759,i want to see news about politics,news_query,['news_topic : politics'],news,query
10459,delete the list created yesterday,lists_remove,['date : yesterday'],lists,remove
2508,i need to set an alarm for next friday at noon,alarm_set,"['date : next friday', 'timeofday : noon']",alarm,set
3144,super song,music_likeness,[],music,likeness
9169,remind me about my next meeting a few hours ahead of time,calendar_set,['event_name : meeting'],calendar,set
3517,what's the latest on the train,news_query,['news_topic : train'],news,query
4714,can you play my music,play_music,['player_setting:playlist'],music,music
9087,i have to attend a baking contest on wednesday morning at seven save and set reminder,calendar_set,"['event_name : baking contest', 'date : wednesday', 'timeofday : morning', 'time : seven']",calendar,set
4493,change the color of my lights to something random,iot_hue_lightcolor,['color_type : random'],iot,hue_lightcolor
9748,continue pride and prejudice,play_audiobook,"['player_setting : resume', 'audiobook_name : pride and prejudice']",audiobook,audiobook
8075,do i have a lunch date today,calendar_query,"['event_name : lunch date', 'date : today']",calendar,query
12859,when is the next train to london,transport_query,"['transport_type : train', 'to_place_name : london']",transport,query
5391,turn on music by seal,play_music,['artist_name : seal'],music,music
10597,talk to me about the list,lists_query,[],lists,query
8961,is the year two thousand and eighteen a leap year,general_quirky,['content:is the year two thousand and eighteen a leap year'],qa,quirky
15120,olly please schedule all my doctors appointments,calendar_set,['event_name : doctors appointments'],calendar,set
14438,find exchange rate for u. s. d. to euro,qa_currency,"['currency_name : u. s. d.', 'currency_name2 : euro']",qa,currency
14276,what is the price of euro to u. s. d.,qa_currency,"['currency_name : euro', 'currency_name2 : u. s. d.']",qa,currency
6826,add repeating event on saturday on seven am named cinema time,calendar_set,"['general_frequency : repeat', 'date : saturday', 'time : seven am', 'event_name : cinema time']",calendar,set
3257,olly any fresh news on brad pitt,news_query,['news_topic : brad pitt'],news,query
5737,give me the alarm times for the next two days,alarm_query,['time : next two days'],alarm,query
14802,how the people are suffering how you would help,general_quirky,['content:how the people are suffering how you would help'],qa,quirky
8202,was my afternoon meeting cancelled,calendar_query,"['event_name : meeting','timeofday:afternoon']",calendar,query
12746,open uber app and book me a car for pick up at the airport,transport_taxi,"['transport_type : car', 'place_name : the airport','transport_agency:uber']",transport,taxi
